F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,class
1686.13,1654.97,1637.25,1548.8,1293.24,1679.16,1659.97,1573.51,18.72,73.84,98.53,25.54,59.6,15.62,70.96,70.82,-20.59,-18.11,-8.44,-6.8,79.41,83.25,82.75,119.63,143.05,576343633.9,1
1690.9,1662.87,1644.66,1553.64,1296.89,1682.48,1665.27,1578.04,-7.23,76.25,107.72,29.32,57.9,18.94,71.85,69.64,-17.13,-15.06,-7.02,-5.66,82.87,81.76,79.13,122.59,145.84,577131229.8,1
1691.38,1671.46,1653.04,1560.17,1300.62,1687.9,1671.35,1582.77,3,73.86,96.89,32.24,57.85,22.55,73.48,73.98,-10.63,-9.35,-4.36,-3.51,89.37,83.88,81.22,129.25,150.88,577695815.8,1
1693.2,1679.46,1660.4,1566.43,1304.42,1693.56,1677.45,1587.56,15.56,75.24,101.79,36.05,58.07,26.28,74.49,74.33,-7.64,-6.33,-2.67,-4.35,92.36,88.2,89.3,137.21,156.41,580392324,1
1700.12,1688.88,1669.02,1572.69,1308.31,1703.66,1685.89,1592.9,39.87,82.32,113.71,39.74,58.95,29.78,77.37,75.25,-0.75,-0.59,-0.29,-0.2,99.25,93.66,101.72,149.44,164.22,579427136.9,1
1706.51,1696.32,1676.58,1577.98,1312.12,1707.76,1691.36,1597.72,26.85,50.7,103.1,43.52,60.46,33.03,73.65,71.32,-7.08,-5.53,-2.72,-2.34,92.92,94.84,86.61,141.81,157.53,583643018.9,1
1713.45,1702.17,1684.5,1584.35,1315.9,1713.1,1697.25,1602.67,25.04,27.44,98.9,46.71,61.23,35.77,74.93,74.18,-2.59,-1.83,-0.91,-2.62,97.41,96.52,88.87,140.45,156.43,584285164.6,1
1720.65,1706.02,1692.35,1590.92,1319.67,1720.33,1704.08,1607.84,29.92,39.03,105.16,49.73,62.78,38.57,76.66,73.73,-1.16,-0.78,-0.41,-5.66,98.84,96.39,97.1,141.78,158.28,587528390.4,1
1729.7,1711.45,1700.96,1597.2,1323.53,1730.24,1712.44,1613.42,26.22,60.78,108.54,52.36,65.11,39.96,78.84,75.06,-10.05,-6.5,-3.69,-2.62,89.95,95.4,160.92,164.34,177.17,591535943.6,1
1730.97,1715.54,1707.29,1603.26,1327.35,1730.24,1715.67,1618,14.25,46.23,64.95,51.43,67.31,40.95,69.72,71.57,-27.96,-16.62,-9.45,-6.61,72.04,86.94,102.12,142.54,161.12,590590083.6,0
1730.91,1718.71,1710.89,1608.61,1331.09,1725.38,1715.67,1621.83,-8.12,26.55,19.32,47.98,69.33,40.53,63.89,68.51,-50.98,-23.97,-13.63,-9.54,49.02,70.34,49.34,122.35,146.82,588778542.1,0
1718.78,1716.11,1708.52,1613.25,1334.51,1704.64,1706.12,1623.45,-71.63,-35.6,-32.6,42.34,68.97,36.84,48.22,62.98,-85.58,-50.8,-28.71,-20.1,14.42,45.16,-135.07,63.03,102.15,583089294.5,0
1710.04,1715.35,1708.19,1618.25,1338.14,1700.12,1703.39,1626.1,-58.99,-13.77,1.79,37.99,68.6,32.26,54.6,64.74,-61.66,-36.6,-20.69,-14.48,38.34,33.93,-79.16,73.57,111.15,581218551.6,1
1692.13,1710.91,1706.13,1621.38,1341.55,1686.92,1695.59,1627.45,-69.71,-63.35,-23.48,33.3,65.77,26.75,47.68,60.44,-87.84,-52.14,-29.47,-20.63,12.16,21.64,-95.26,61.89,102.75,583418522.9,0
1686.37,1708.67,1707.38,1624.85,1345.15,1691.76,1696.66,1630.35,-14.22,-14.52,12.33,29.63,63.56,23.58,55.76,65.47,-52.79,-31.33,-17.71,-12.4,47.21,32.57,-61.51,71.1,110.53,578977466.1,1
1683.2,1707.05,1708.14,1627.71,1348.65,1694.44,1697.23,1633.07,36.65,-23.99,1.05,25.94,61.34,20.76,55.39,64.25,-54.2,-32.17,-18.19,-12.73,45.8,35.06,-8.4,85.68,122,582687915,0
1693.33,1706.05,1709.22,1631.44,1352.25,1700.89,1700.24,1636.23,22.69,-21,8.92,22.37,59.12,18.26,57.95,66.1,-42.23,-25.07,-14.17,-9.92,57.77,50.26,-27.27,77.49,116.41,580699785.1,1
1693.9,1701.97,1708.44,1634.96,1355.79,1698.58,1699.1,1638.5,33.45,-56.12,-29.9,16.85,56.19,14.7,53.29,61.22,-59.2,-39.57,-19.86,-13.91,40.8,48.12,-17.09,76.2,116.19,582866399.6,0
1701.74,1696.94,1706.71,1639.75,1359.42,1698.96,1699.21,1640.9,-1.72,-30.49,-16.24,12.26,54.12,11.36,54.44,61.64,-54.26,-38.89,-18.21,-15.12,45.74,48.1,-34.42,65.6,109.88,580157641.9,0
1703.58,1694.98,1706.33,1644.76,1363.12,1702.85,1701.29,1643.63,10.83,-5.04,-13.16,7.95,52.39,7.24,56.61,61.99,-44.93,-32.2,-18.44,-12.79,55.07,47.2,-1.85,72.16,115.51,580772323.1,1
1711.42,1697.31,1707.42,1649.18,1366.95,1714.91,1708.15,1647.37,25.24,75.87,4.24,4.07,51.31,4.88,61.73,64.19,-20.62,-16.04,-11.09,-5.87,79.38,60.07,87.37,98.77,135.44,582598729.9,1
1717.28,1705.3,1708.01,1652.59,1370.84,1724.29,1714.5,1651.12,49.11,51.98,-7.01,-0.38,50.04,3.05,62.41,63.53,-17.15,-14.13,-9.23,-4.88,82.85,72.43,111.82,105.56,141.13,585459852.9,1
1729.49,1711.7,1708.36,1656.37,1374.84,1734.53,1721.86,1655.19,55.27,94.49,24.78,-1.92,49.24,2.05,64.42,64.12,-6.94,-6.33,-3.73,-9.66,93.06,85.1,135.79,109.68,143.89,586328242.4,1
1748.87,1725.31,1713.11,1660.65,1379.13,1755.22,1735.45,1660.74,85.99,95.17,80.95,0.45,48.53,1.12,70.37,66.37,-0.91,-0.9,-0.55,-4.04,99.09,91.67,196.39,147.15,170.54,590084827.7,1
1769.35,1736.46,1720.06,1665.52,1383.5,1774.49,1749.56,1666.71,74.01,113.23,149.88,7.47,49.08,1.69,72.33,65.85,-1.34,-1.34,-0.84,-5.91,98.66,96.94,179.42,164.42,183.53,594136569.8,1
1786.04,1748.73,1731.44,1670.53,1387.86,1790.49,1762.82,1672.81,79.42,108.71,131.4,12.45,49.53,3.27,73.43,64.19,-10.7,-9.95,-6.96,-5.85,89.3,95.68,164.83,179.95,192.11,598369826.7,1
1806.21,1761.75,1742.36,1675.79,1392.29,1808.3,1777.57,1679.52,88.93,149.97,183.42,20.41,49.92,9.13,75.76,65.92,-4.05,-3.78,-2.71,-2.95,95.95,94.64,134.73,179.1,189.18,596011077.6,1
1823.8,1776.64,1755.39,1680.65,1396.7,1819.84,1789.45,1685.93,46.3,143.19,141.47,25.38,49.44,13.49,75.43,66.7,-8.07,-7.51,-5.43,-3.15,91.93,92.39,120.22,188.24,192.8,599482250.5,0
1827.07,1787.97,1763.35,1685.06,1400.97,1817.55,1793.73,1690.91,-0.06,102.34,113.17,29.69,48.54,19.33,66.05,63.31,-25.39,-21.6,-15.63,-9.07,74.61,87.5,77.09,156.96,169.32,598751689.2,0
1827.2,1798.28,1771.49,1689.17,1405.25,1816.27,1797.36,1695.72,-8.79,74.68,99.92,33.19,48.66,23.22,66.16,62.97,-24.99,-21.25,-15.39,-8.93,75.01,80.52,63.54,147.9,162.05,595306559.7,0
1823.1,1804.57,1777.79,1693.03,1409.44,1811.51,1798.2,1699.89,-41.93,58.93,108.04,38.49,51.08,26.59,62.65,60.7,-32.18,-26.76,-19.37,-11.24,67.82,72.48,27.62,117.48,140.61,592559384.5,0
1820.17,1813.19,1787.45,1697.56,1413.68,1817.42,1803.84,1704.96,-13.68,74.24,129.51,44.1,52.69,30.07,67.04,62.35,-16.77,-13.94,-10.09,-6.77,83.23,75.35,61.46,143.78,156.78,593870194.6,1
1824.3,1824.05,1799.16,1702.8,1418.05,1832.82,1814.71,1711.18,50.64,66.99,152.98,50.49,57.19,36.22,71.58,63.47,-0.13,-0.11,-0.08,-0.05,99.87,83.64,91.55,161.79,168,595011409.4,1
1823.31,1825.19,1806.11,1707.43,1422.13,1824.54,1813.49,1714.97,-5.7,-5.03,68.98,52.98,57.77,41.13,57.72,58.12,-37.83,-25.67,-18.77,-13.67,62.17,81.76,28.95,122.32,141.76,604820652.2,0
1824.02,1825.61,1811.7,1712.03,1426.28,1822.12,1814.18,1718.98,15.27,-5.22,74.2,56.1,59.16,44.75,59.14,58.23,-42.12,-26.86,-20.01,-11.91,57.88,73.31,61.88,132.39,147.79,596827063.3,0
1819.47,1821.29,1814.29,1715.98,1430.21,1807.82,1807.82,1721.34,-50.02,-64.71,24.22,56.08,58.69,44.89,51.5,53.73,-69.04,-43.14,-32.14,-19.13,30.96,50.34,-74.35,82.62,115.33,592183668.3,0
1809.11,1814.64,1815.89,1720.05,1434.09,1797.7,1802.3,1723.54,-86.17,-65.48,-19.18,52.23,59.37,42.61,51.17,52.35,-72.91,-43.9,-32.71,-19.46,27.09,38.64,-157.85,58.85,100.05,588830813.9,0
1795.82,1810.06,1815.93,1724.28,1438.06,1797.52,1801.37,1726.43,-10.83,-15.8,-15.86,45.86,60.4,41.18,54.67,55.76,-58.89,-35.46,-26.42,-15.72,41.11,33.05,-95.03,74.63,108.82,589742340,1
1801.09,1812.2,1817.45,1729.34,1442.2,1809.79,1807.36,1730.66,17.06,20.63,11.84,41.26,62.26,36.74,60.42,59.82,-32.49,-19.56,-14.57,-8.67,67.51,45.24,6.01,101.1,123.63,593599521.1,1
1802.29,1813.16,1817.51,1733.77,1446.27,1814.29,1810.26,1734.29,44.07,21.29,-20.64,33.41,62.39,32.55,58.06,64.23,-40.33,-25.79,-19.46,-10.77,59.67,56.1,43.66,106.13,126.01,596754307.5,0
1816,1817.73,1817.78,1738.66,1450.52,1825.44,1817.07,1738.74,70.31,18.51,4.83,28.15,63.32,28.32,61.64,64.01,-22.95,-14.68,-11.54,-6.13,77.05,68.08,78.36,110.58,128.06,593986676.7,1
1833,1821.06,1819.18,1743.71,1454.9,1837.79,1825.33,1743.59,65.31,-1.13,49.51,25.71,64.59,23.6,63.65,68.59,-12.48,-8.03,-6.28,-5.39,87.52,74.74,150.5,127.05,137.05,597361990.4,1
1850.87,1823.35,1824.43,1749.18,1459.42,1854.03,1836.45,1749.19,52.19,78.52,72.82,24.66,65.1,18.81,66.71,67.58,-3.28,-2.34,-1.79,-4.99,96.72,87.09,162.4,139.22,143.55,598876753.8,1
1863.71,1832.4,1830.49,1754.65,1464.08,1868.86,1847.74,1755.04,75.23,81.25,96.52,24.22,65.09,16.56,68.15,68.52,-9.16,-6.79,-5.47,-2.86,90.84,91.69,166.15,150.99,150.69,602426221.5,1
1876.31,1839.3,1836.51,1759.79,1468.63,1874.67,1854.75,1760.19,38.55,107.08,57.06,21.43,64.07,14.37,65.06,66.13,-16.13,-12.16,-10.12,-6.76,83.87,90.48,119.96,135.69,141.39,602915938.4,0
1886,1851,1841.29,1764.88,1473.25,1881.85,1862.29,1765.52,33.72,118.76,32.59,16.8,62.1,14.37,66.39,69.26,-15.51,-11.86,-10.3,-5.03,84.49,86.4,127.77,146.4,146.93,601588634.5,0
1897.44,1865.22,1845.3,1769.97,1477.99,1894.45,1872.72,1771.56,33.13,122.48,111.65,18.44,61.02,13.33,69.37,70.26,-2.88,-2.29,-1.92,-0.94,97.12,88.49,118.73,148.89,147.62,598243045.6,1
1896.66,1873.77,1850.63,1773.69,1481.9,1890.5,1874.52,1775.92,-15.9,48.29,65.35,18.1,60.6,9.49,60.29,65.12,-22.82,-20.3,-15.21,-7.41,77.18,86.26,65.49,117.74,130.98,604946186.9,0
1894.26,1878.99,1855.57,1777.51,1485.77,1889.18,1876.7,1780.25,0.22,63.23,107.3,21.3,60.4,11.13,60.87,63.55,-20.72,-19.84,-13.81,-6.73,79.28,84.52,59.17,113.85,129.27,603175191.7,0
1893.44,1884.88,1862.93,1781.37,1489.66,1886.86,1877.7,1784.25,-13.98,34.47,104.78,26.07,61.1,12.69,59.83,62.78,-23.04,-22.4,-15.35,-7.48,76.96,77.8,22.88,94.58,117.49,600210576.3,0
1889.54,1887.77,1870.02,1785.22,1493.52,1883.48,1877.52,1787.87,-42.94,14.23,79.54,29.74,60.02,17.02,58.45,61.31,-32.41,-26.01,-17.33,-8.44,67.59,74.61,19.04,93.81,117.21,602051728.8,0
1882.3,1889.87,1876.18,1789.11,1497.47,1883.46,1878.59,1791.62,0.8,-3.1,49.09,31.17,57.52,22.51,59.67,58.62,-29.91,-22.39,-14.92,-7.27,70.09,71.54,28,98.77,119.38,601520280.8,1
1886.75,1891.71,1881.22,1793.23,1501.44,1890.6,1883.38,1796.06,18.38,6.38,81.61,35.1,58.84,27.21,63.37,59.04,-18.95,-10.83,-7.21,-3.51,81.05,72.91,55.25,104.9,123.53,600819861.1,1
1890.03,1892.14,1886.91,1797.19,1505.35,1894.7,1886.93,1800.25,20.68,16.6,55.15,37.04,59.95,28.19,62.79,58.03,-20.83,-11.9,-7.93,-3.86,79.17,76.77,96.87,113.12,128.59,604160108,0
1894.66,1894.05,1891.03,1800.82,1509.26,1898.26,1890.28,1804.37,28.68,9.19,42.91,36.78,62.7,29.99,63.24,56.38,-24.91,-10.56,-7.04,-4.23,75.09,78.44,95.69,108.68,127.12,601999595.7,0
1904.86,1897.2,1895.68,1805.05,1513.23,1908.07,1897.08,1809.2,44.26,8.03,41.16,35.57,65.89,30.29,67.07,58.42,-0.03,-0.01,-0.01,-2.6,99.97,84.74,148.1,117.62,132.52,599940286.2,1
1914.74,1898.52,1898.99,1809.24,1517.25,1916.32,1903.58,1814.05,27.92,50.2,34.3,33.17,67.04,30.84,67.9,62.53,-10.39,-4.43,-3.03,-11.05,89.61,88.22,176.42,125.8,137.52,603033554.4,0
1933.38,1910.07,1906.1,1814.5,1521.61,1943.58,1920.77,1821.26,95.2,111.58,111.8,35.28,68.84,32.9,76.14,66.98,-0.41,-0.23,-0.17,-4.5,99.59,96.39,261.27,165.12,161.54,600534418.6,1
1953.27,1921.65,1914.39,1819.55,1525.98,1963.18,1935.61,1828.36,96.99,120.16,106.18,38.11,70.67,32.05,76.56,68.71,-13.64,-8.1,-6.11,-3.8,86.36,91.85,222.77,178.02,170.81,607641747.2,1
1974.74,1934.7,1922.72,1825.2,1530.36,1979.69,1949.62,1835.59,85.03,136,93.06,37.39,72.43,32.66,77.6,67.69,-7.56,-4.49,-3.39,-5.95,92.44,92.79,167.55,175.64,171.27,606804353.9,1
1997.1,1950.98,1931.28,1831.67,1534.92,1999.62,1965.97,1843.58,106.69,156.09,156.89,40.91,74.2,31.8,80.06,67.21,-5.64,-3.53,-2.72,-1.73,94.36,91.05,150.02,184.98,178.54,606253106.7,1
2009.5,1962.12,1939.29,1838.31,1539.21,1998.02,1971.21,1849.51,-3.28,89.92,108.3,40.95,73.66,28.12,66.86,68.68,-28.56,-17.89,-14.26,-8.76,71.44,86.08,91.81,153.77,159.76,609655090.7,0
2001.55,1967.46,1944.42,1843.65,1543.35,1984.79,1968.87,1853.78,-44.07,55.41,76.09,39.85,70.93,26.72,58.39,63.37,-47.29,-29.63,-23.61,-14.51,52.71,72.84,30.44,111.85,133.39,603627784.3,0
1991.48,1972.38,1949.41,1849.48,1547.48,1973.88,1965.81,1857.63,-60.64,46.68,75.36,39.69,68.78,26.38,57.06,67.44,-53.37,-31.63,-25.28,-15.49,46.63,56.93,8.05,97.54,123.73,601862946.8,1
1976.74,1975.74,1953.86,1854.23,1551.48,1962.26,1960.94,1860.82,-100.5,11.33,55.59,39.94,65.96,25.53,54.27,65.94,-63.31,-40.62,-29.94,-17.54,36.69,45.34,-9.93,88.02,117.09,600854191.2,0
1966.27,1981.69,1961.27,1859.98,1555.64,1970.56,1965.71,1865.77,-7.67,54.33,82.25,39.96,64,27.32,61.7,67.75,-36.44,-23.95,-17.01,-9.97,63.56,48.96,5.7,99.79,123.11,597638964.8,1
1965.31,1987.41,1967.35,1865.51,1559.66,1977.04,1970.12,1870.64,31.69,-8.1,87.1,41.19,64.16,29.33,62.09,65.54,-40.4,-26.12,-16.42,-9.52,59.6,53.28,34.4,114.64,130.84,601836686,0
1971.62,1986.58,1973.56,1871.42,1563.63,1981.31,1973.71,1875.32,37.8,-12.51,84.48,42.79,64.38,30.86,62.06,67,-40.98,-26.18,-16.46,-9.54,59.02,60.73,44.18,119.55,132.77,603529103.5,0
1975.24,1983.36,1978.19,1876.83,1567.51,1977.61,1973.07,1879.03,31.18,-42.52,42.51,42.84,65.16,32.48,57.36,62.62,-56.87,-39.32,-22.38,-12.64,43.13,53.92,-10.05,97.88,119.43,602024352.3,0
1969.05,1972.9,1976.78,1880.78,1571.24,1954.42,1961.25,1880.17,-79.12,-131.48,-24.79,40.57,64.69,31.78,45.6,54.28,-87.36,-72.69,-42.62,-24.91,12.64,38.27,-153.82,38.23,86.37,599466858.8,0
1959.83,1963.05,1977.37,1884.82,1575.06,1949.96,1957.57,1882.56,-48.95,-53.77,-57.05,34.08,65.09,30.88,51.31,55.03,-67.11,-56.14,-34.26,-21.7,32.89,29.55,-102.49,57.6,96.13,597733882.3,1
1947.11,1956.21,1972.25,1888.49,1578.88,1942.12,1951.91,1884.28,-63.45,-31.89,-75.96,27.07,64.39,30.18,48.86,52.56,-76.08,-63.65,-39.2,-24.6,23.92,23.15,-112.7,39.65,86.26,598537147,0
1938,1954.81,1968.1,1892.28,1582.94,1942.84,1950.53,1886.63,-25.89,-7.77,-68.41,20.86,64.32,24.13,51.88,55.27,-65.12,-54.48,-34.13,-21.05,34.88,30.56,-58.55,59.01,95.42,599160484.1,1
1926.96,1951.1,1961.12,1894.64,1586.8,1933.57,1944.07,1887.74,6.98,-24,-124.5,10.04,62.56,17.16,46.99,51.65,-83.08,-69.5,-43.54,-26.86,16.92,25.24,-84.05,38.06,84.74,599567561,0
1932.23,1950.64,1953.61,1897.07,1590.71,1933.83,1942.3,1889.57,-6.69,-52.79,-60.46,3.55,60.23,9.86,50.32,51.3,-60.45,-59.57,-37.32,-23.02,39.55,30.45,-115.53,17.64,74.39,596168802.2,1
1938.93,1949.38,1952.17,1900.11,1594.79,1947.4,1948.17,1892.9,48.13,-15.45,16.24,1.24,58.59,1.61,56.45,58.09,-23.8,-38.96,-24.41,-15.55,76.2,44.22,35.17,74.01,101.56,600390471.6,1
1948.61,1947.86,1953.35,1902.73,1598.85,1956.55,1953.02,1896.11,30.55,-15.02,22.78,-0.78,54.13,-3.38,56.49,57.82,-23.59,-38.8,-24.31,-15.59,76.41,64.05,74.11,86.86,107.68,604384141.4,1
1962.35,1950.17,1957.7,1906.13,1603.07,1975.36,1963.92,1900.69,97.97,42.79,73.97,-0.07,51.37,-4.06,61.69,60.92,-2.1,-20.23,-12.06,-7.73,97.9,83.5,128,116.19,121.65,603476548.7,1
1979.95,1953.46,1962.27,1909.93,1607.26,1984.57,1971.03,1904.71,68.64,94.97,15.85,-2.62,46.52,-4.66,59.68,60.47,-14.56,-25.61,-15.26,-9.79,85.44,86.58,112.9,116.35,120.91,606623387,0
1993.95,1963.09,1963.5,1913.74,1611.46,1991.17,1977.09,1908.61,29.81,63.31,14.36,-5.42,40.52,-4.27,59.87,60.12,-17.14,-24.87,-14.83,-9.51,82.86,88.73,108.7,118.09,121.47,604663287.2,0
1993.3,1966.11,1962.16,1917.13,1615.45,1984.55,1976.04,1911.07,-3.54,44.89,-18.56,-9.39,35.01,-7.07,53.24,55.45,-36.79,-42.69,-25.45,-16.32,63.21,77.17,46.03,80.01,102.38,599540678.2,0
1988.88,1968.75,1959.51,1919.6,1619.32,1973.95,1971.8,1912.7,-60.22,8.46,-17.43,-11.69,30.82,-10.35,49.91,53.98,-47.82,-52.69,-31.41,-20.14,52.18,66.08,10.47,54.24,89.77,595512223.8,0
1968.17,1965.26,1955.17,1920.52,1622.91,1952.44,1960.46,1912.58,-93.58,-5.59,1.39,-10.68,26.08,-12.16,43.1,50.3,-73.59,-76.05,-45.34,-29.07,26.41,47.27,-74.51,0.18,63.57,589326026.7,0
1945.5,1962.72,1953.86,1922.15,1626.42,1931.52,1947.59,1911.68,-114.71,-44.71,-51.4,-10.47,22.25,-13.02,40.4,47.14,-84.26,-85.71,-51.69,-33.22,15.74,31.44,-122.86,-36.05,46.86,585455278,0
1917.51,1955.73,1948.39,1923.09,1629.85,1909.15,1932.47,1909.82,-106.89,-110.13,-62,-9.93,14.88,-10,37.19,45,-83.33,-84.64,-59.8,-38.43,16.67,19.61,-146.07,-74.53,29.07,584048668.2,0
1897.31,1945.31,1944.38,1924.91,1633.33,1896.21,1921.17,1908.28,-82.44,-104.53,-73.98,-10.14,8.08,-7.95,38.42,39.77,-80.42,-81.96,-57.9,-37.21,19.58,17.33,-114.82,-70.57,32.43,583793251.8,1
1857.81,1923.35,1930.87,1924.47,1636.27,1849.23,1891,1902.28,-154.17,-257.73,-159.76,-11.5,-1.89,-9.78,27.22,33.2,-99.7,-99.72,-99.72,-60.98,0.3,12.18,-179.94,-184.88,-20.66,581722097.6,0
1819.8,1893.99,1916.9,1922.91,1638.98,1805.94,1859.79,1895.11,-170.29,-283.64,-215,-17.44,-11.37,-15.21,24.79,30.73,-90.16,-90.62,-90.62,-68.39,9.84,9.91,-193.71,-271.79,-66.09,568006957.9,0
1799.59,1872.55,1906.49,1922,1642.01,1800.17,1846.85,1890.93,-75.81,-215.75,-185.94,-25.22,-15.21,-17.1,36.55,34.39,-70.26,-70.87,-71.67,-54.09,29.74,13.29,-107.12,-185.8,-29.7,567767936.6,0
1778.9,1848.21,1891.23,1920.75,1644.89,1787.1,1831.23,1885.84,-109.37,-210.36,-213.9,-34.32,-21.91,-21.54,34.25,35.13,-78.21,-78.21,-79.24,-62.66,21.79,20.46,-99.96,-202.01,-42.29,570263654.8,0
1768.83,1833.07,1880.17,1920.2,1648.14,1798.05,1829.18,1883.25,64.71,-132.8,-193.02,-44.59,-25.82,-25.16,42.57,41.45,-61.26,-61.26,-63.09,-51.19,38.74,30.09,-61.11,-149.79,-18.68,569552592.6,1
1784.12,1820.97,1867.22,1919.58,1651.35,1809.27,1829.65,1881.23,112.37,-77.69,-171.27,-51.79,-29.79,-28.37,44.08,42.61,-57.88,-57.88,-59.87,-48.58,42.12,34.22,-33.07,-113.05,-2.58,574185947.3,0
1794.39,1807.1,1850.63,1917.27,1654.18,1796.42,1818.93,1876.9,-17.89,-118.93,-233.64,-61.33,-34.9,-35.75,38.41,40.25,-75.4,-75.4,-76.57,-63.94,24.6,35.15,-54.66,-151.34,-30.73,575956215.8,0
1789.48,1794.54,1833.46,1914.58,1656.96,1785.63,1808.95,1872.48,3.08,-100.39,-207.28,-68.59,-41.14,-43.44,37.84,36.41,-75.96,-77.32,-78.4,-66.75,24.04,30.25,-58.91,-155.92,-42.39,570587111.7,0
1795.15,1787.02,1820.46,1912.64,1659.76,1786.85,1805.38,1869.22,-30.66,-81.02,-163.46,-74.2,-48.82,-53.03,41.4,38.1,-65.79,-70.07,-71.48,-62.88,34.21,27.62,-42.42,-137.61,-37.29,567856630.4,1
1784.9,1776.86,1807.32,1910.09,1662.37,1780.8,1798.71,1865.28,-63.03,13.45,-140.72,-79.67,-57.27,-59.64,39.42,37.2,-69.14,-75.98,-77.12,-69.58,30.86,29.7,-77.62,-160.01,-62.16,569502088.4,1
1751.39,1767.76,1789.8,1904.98,1664.42,1741.94,1774.25,1857.39,-106.52,-55.16,-225.45,-86.36,-70.76,-68.39,31.23,33.88,-97.2,-97.97,-98.06,-95.57,2.8,22.62,-148.82,-195.91,-102,574733493.6,0
1753.68,1774.04,1782.12,1902.97,1667.06,1755.35,1775.69,1854.45,18.14,-6.44,-82.25,-87.14,-79.65,-70.39,45.09,43.74,-48.82,-66.65,-68.11,-59.96,51.18,28.28,-49.65,-134.57,-61.05,565741316.1,1
1729.44,1759.46,1766.29,1898.09,1668.89,1717.84,1751.53,1846.15,-146.49,-118.14,-227.51,-93.05,-92.9,-75.96,35.89,36.58,-86.44,-90.75,-91.1,-73.39,13.56,22.51,-200.86,-214.45,-140.48,577022436.7,0
1679.35,1737.25,1742.62,1891.23,1670.06,1658.19,1712.87,1834.1,-229.82,-281.08,-216.37,-95.22,-107.52,-81.84,30.84,33.86,-87.93,-91.85,-92.1,-89.11,12.07,25.6,-224.51,-254.19,-197.21,574720940.8,0
1631.7,1708.3,1726.56,1884.3,1671.19,1615.61,1679.7,1822.2,-133.78,-301.31,-188.94,-94.22,-120.92,-86.73,30.46,32.62,-85.34,-90.29,-90.58,-90.58,14.66,13.43,-201.4,-259.34,-229.07,568665354.5,1
1618.46,1684.92,1717.89,1878.59,1672.71,1609.74,1664.84,1813.41,-184.16,-172.71,-190.6,-94.4,-129.87,-82.14,37.06,37.11,-67,-78.15,-78.81,-78.81,33,19.91,-100.5,-185.31,-169.48,574983954.3,1
1595.13,1674.41,1709.1,1873.81,1674.57,1628.34,1664.97,1807.62,22.72,-98.5,-95.42,-89.84,-134.27,-71.83,42.9,39.48,-48.68,-66.03,-67.05,-67.05,51.32,32.99,-51.57,-140.26,-133.55,575955440.2,1
1599.67,1664.56,1702.29,1869.06,1676.42,1640.73,1665.07,1802.05,126.65,-123.77,-154.43,-88.36,-137.26,-66.54,42.9,37.51,-48.68,-66.03,-67.05,-67.05,51.32,45.21,-24.97,-114.85,-113.9,581964372.2,0
1617.46,1648.41,1688.56,1863.51,1677.92,1636.42,1658.29,1795.21,97.38,-140.9,-203.93,-89.62,-141.47,-60.35,40.47,36.39,-58.92,-72.8,-73.62,-73.62,41.08,47.9,-51.11,-132.76,-143.02,579720561.7,0
1639.94,1635.82,1675.07,1857.81,1679.33,1638.55,1655.48,1789.24,44.8,-21.39,-127.91,-85.55,-138.57,-59.02,41.88,35.21,-52.95,-70.11,-71.01,-71.01,47.05,46.48,-32.06,-117.43,-132.16,579799923.4,1
1671.43,1644.95,1673.98,1854.26,1681.32,1677.53,1673.66,1787.92,89.96,-26.68,-8.54,-77.9,-131.35,-56.22,51.22,40.86,-16.21,-49.87,-51.38,-51.38,83.79,57.31,52.33,-68.8,-73.18,580785320.8,1
1689.31,1642.22,1673.33,1849.4,1683.2,1703.32,1688.43,1786.62,89.38,112.1,-34.39,-72.94,-128.6,-51.09,51.18,40.78,-16.39,-48.13,-51.48,-51.48,83.61,71.48,83.39,-51.16,-53.79,586801979.8,0
1698.69,1649.18,1667.84,1843.6,1684.75,1706.36,1692.8,1783.72,84.63,173.55,-56.27,-69.69,-125.83,-47.44,47.82,40.5,-25.87,-54.01,-58.88,-58.88,74.13,80.51,57.2,-66.75,-77.82,586873112.4,0
1700.5,1658.98,1658.42,1836.08,1685.85,1683.19,1682.63,1777.96,-5.96,106.43,-27.35,-62.07,-128.75,-48.5,42.48,38.88,-49.6,-66.54,-72.05,-72.05,50.4,69.38,0.07,-94.89,-118.49,583483497.7,0
1698.17,1669.05,1656.06,1827.92,1686.81,1665.85,1673.27,1772.2,-124.32,33.16,-151,-64.72,-131.4,-48.1,42.1,39.93,-51.39,-65.8,-72.55,-73.04,48.61,57.71,-19.99,-100.37,-129.06,578586377.7,0
1666.87,1669.15,1642.98,1820,1687.55,1643.57,1659.77,1765.41,-155.9,-66.52,-43.8,-57.65,-131.75,-46.2,39.92,39.58,-60.13,-71.18,-77.97,-78.64,39.87,46.29,-30.36,-104.77,-139.96,575667876.7,0
1639.78,1664.54,1641.31,1813.22,1688.7,1635.53,1652.44,1759.69,-92.99,-46.09,80.56,-46.23,-131.13,-53.05,41.97,41.19,-53.49,-65.96,-74.3,-75.08,46.51,45,-63.64,-113.07,-155.79,567668647.2,1
